batch_id,supplier_id,temperature_log,humidity_log,shipment_duration_days,barcode_checksum_valid,packaging_seal_intact,expiry_date_format_valid,label_language_count,distributor_verified,price_deviation_pct,reorder_frequency,lot_number_format_valid,regulatory_approval_code,label
B01607,3,5.326194358121783,48.95573355756265,7,1.0,1.0,1.0,2,1.0,2.1528369203095417,17,1.0,1570,0
F00239,29,20.68749151418631,69.31427489980214,33,0.0,0.0,1.0,2,0.0,-52.70728965184964,6,0.0,30,1
B01481,15,4.3014210008909615,35.17521020666531,6,1.0,1.0,1.0,4,1.0,-7.408836112897438,28,1.0,8184,0
B00182,16,5.289058548736946,46.36599599511022,8,1.0,1.0,1.0,2,1.0,-10.369530024858232,23,1.0,2561,0
F00240,45,21.093620774626743,77.97394040852842,42,0.0,0.0,0.0,2,0.0,-9.673423892888088,7,1.0,495,1
B01160,16,4.691697472977252,42.01119833611786,2,1.0,1.0,1.0,2,1.0,-4.117613084284885,24,1.0,8607,0
B00170,2,5.182650496510894,37.16335423237736,9,1.0,1.0,1.0,2,1.0,-8.105041422881694,28,1.0,8975,0
B00292,8,4.658203099917539,39.60731463744001,8,1.0,1.0,1.0,4,1.0,-2.641070074248912,48,1.0,7957,0
B00561,3,5.820523314864479,39.94479117695094,6,1.0,1.0,1.0,2,1.0,-9.457119459249533,24,1.0,3364,0
B01456,6,5.665878485197277,43.878089450543314,4,1.0,1.0,1.0,2,1.0,-5.714885704265496,12,1.0,3455,0
F00176,98,20.71968156690974,79.58697638028373,15,0.0,0.0,1.0,1,0.0,-56.34455178124354,14,0.0,417,1
B01651,6,5.328178725314645,43.237878724681366,4,1.0,1.0,1.0,3,1.0,-11.041860945064512,25,1.0,4903,0
B00849,15,4.575040227155677,46.73794551281385,5,1.0,1.0,1.0,4,1.0,1.7992698237749796,27,1.0,6587,0
B00272,3,5.183228583148986,44.10890259807381,6,1.0,1.0,1.0,3,1.0,0.12485631185499481,18,1.0,7905,0
B01549,9,5.55559967832664,50.37828734412949,2,1.0,1.0,1.0,4,1.0,-0.0352045426534998,11,1.0,9783,0
B01034,16,5.2191912900642015,49.032910477053676,8,1.0,1.0,1.0,3,1.0,-8.827143487628534,40,1.0,6167,0
F00043,49,17.363369457767615,74.74602521191427,24,0.0,0.0,1.0,1,0.0,-13.572295011893178,10,1.0,169,1
B00371,1,3.324194741547661,42.34169049840166,6,1.0,1.0,1.0,2,1.0,8.546035771764815,34,1.0,2315,0
B01669,6,4.391301940505367,51.08644866961384,2,1.0,1.0,1.0,3,1.0,-7.536042829281175,42,1.0,1387,0
B00721,7,5.950467806497287,36.055052936014974,1,1.0,1.0,1.0,2,1.0,6.0774029681731605,15,1.0,2292,0
B00733,15,5.541803039915093,42.162475330564384,6,1.0,1.0,1.0,3,1.0,0.1743120766458277,37,1.0,4452,0
B00777,5,4.273417426872861,43.125179610261036,1,1.0,1.0,1.0,2,1.0,6.032937099021044,40,1.0,5722,0
B00518,1,4.528308475315032,44.994266054622685,2,1.0,1.0,1.0,2,1.0,2.9003644703877685,15,1.0,8389,0
B00334,16,4.993307692173481,40.05193020498592,2,1.0,1.0,1.0,4,1.0,-3.191516207154419,18,1.0,6087,0
B00845,14,5.695213737203191,47.60904370009366,2,1.0,1.0,1.0,4,1.0,5.907815684410457,46,1.0,5077,0
B01251,14,4.915953267017378,42.21322508172306,2,1.0,1.0,1.0,2,1.0,3.148188015127948,38,1.0,4613,0
B01052,12,4.914910166746724,35.94601199720183,1,1.0,1.0,1.0,3,1.0,-10.25399927997074,27,1.0,4191,0
F00223,44,12.291268724947553,71.94847806394387,45,0.0,1.0,1.0,2,0.0,-79.88775149882349,13,0.0,243,1
B00015,1,4.804287241656632,55.175163506829556,2,1.0,1.0,1.0,4,1.0,9.05163795361348,29,1.0,5965,0
B00707,15,4.593797500505118,47.83878538543034,1,1.0,1.0,1.0,4,1.0,1.3945618254097145,30,1.0,8166,0
B00900,11,4.217543315390365,44.53159969030818,5,1.0,1.0,1.0,4,1.0,-8.113742026612574,49,1.0,6465,0
F00279,35,23.788223160767664,60.36778310678963,24,0.0,1.0,1.0,1,0.0,-76.23133663627792,11,0.0,296,1
B01572,4,4.881881934251042,41.44995944164989,9,1.0,1.0,1.0,4,1.0,-2.3656075230467786,11,1.0,4759,0
B00903,10,4.4918754127708755,50.57583387044507,6,1.0,1.0,1.0,3,1.0,0.7679956762708319,48,1.0,6672,0
B00465,7,4.934298546988881,41.17527379560858,7,1.0,1.0,1.0,4,1.0,6.710113754966237,45,1.0,9580,0
F00277,17,18.015557123342468,61.84262699188852,19,0.0,0.0,0.0,2,0.0,-19.9900672701888,1,0.0,335,1
B00199,1,4.474152555950149,41.70186849470044,3,1.0,1.0,1.0,4,1.0,-0.4412573136564362,49,1.0,5758,0
B01206,16,5.0658599447671575,44.139184428609774,5,1.0,1.0,1.0,3,1.0,3.232246842711305,27,1.0,5073,0
B01055,17,5.09091951860253,41.69412182585867,7,1.0,1.0,1.0,3,1.0,1.171220210196355,45,1.0,3522,0
B01131,1,4.9553872735416675,51.85449594154885,6,1.0,1.0,1.0,4,1.0,8.166147582599704,40,1.0,9235,0
B01379,4,4.45397710027452,43.36493157003256,3,1.0,1.0,1.0,3,1.0,-2.2067939575742592,23,1.0,3064,0
B00998,3,4.576694145433335,49.00757159438505,7,1.0,1.0,1.0,4,1.0,-1.6037319431727912,13,1.0,3339,0
B00727,3,5.309242256393261,51.105655392632464,6,1.0,1.0,1.0,3,1.0,0.4489248220956581,35,1.0,1700,0
F00071,97,18.156187599946836,63.00208757895458,49,0.0,0.0,0.0,1,0.0,-16.490990223256503,11,1.0,352,1
F00209,96,10.055448207327089,72.76036217151045,14,1.0,0.0,0.0,1,0.0,-40.77570977949503,10,0.0,45,1
F00121,40,13.7371196747865,51.22527337125296,35,0.0,1.0,0.0,1,0.0,-25.149186507992322,10,0.0,225,1
B00567,2,4.188544376274414,47.17316182735317,2,1.0,1.0,1.0,3,1.0,-2.227759517559635,19,1.0,8931,0
B00043,14,5.489705450417031,53.05895295656198,3,1.0,1.0,1.0,2,1.0,-0.4235521643142676,18,1.0,9083,0
B00274,5,5.50543112018592,36.15270702341703,9,1.0,1.0,1.0,4,1.0,-5.9601317099159274,30,1.0,9775,0
B01096,17,6.74793889480005,48.917431607960516,4,1.0,1.0,1.0,4,1.0,-5.084419927739225,10,1.0,1514,0
B00101,1,4.629976541088614,40.897659535434556,5,1.0,1.0,1.0,2,1.0,-3.5087522106539297,14,1.0,1470,0
B01231,13,4.880050541459919,39.307574550311585,8,1.0,1.0,1.0,3,1.0,5.870940825296607,28,1.0,4729,0
F00021,46,10.291748226012018,85.07877942477896,20,0.0,0.0,0.0,2,0.0,-57.31341879431635,14,1.0,344,1
F00132,33,9.28433499401871,37.21768396218563,51,0.0,0.0,0.0,2,0.0,-25.82811124045967,4,0.0,297,1
B00107,1,4.225234365210744,41.79547825375958,5,1.0,1.0,1.0,3,1.0,2.4211038717342097,24,1.0,8407,0
B01617,10,4.365992896308311,40.906179463944895,7,1.0,1.0,1.0,3,1.0,16.9906365883145,44,1.0,1539,0
B00497,13,4.581340460334304,47.13413487383006,8,1.0,1.0,1.0,3,1.0,5.437267753470828,29,1.0,7257,0
F00280,62,16.726401949690384,73.73194203218776,54,0.0,1.0,1.0,1,0.0,-69.04487091916619,1,0.0,219,1
B00881,10,5.3181465842193045,45.53852073895865,1,1.0,1.0,1.0,2,1.0,-7.467153680173631,45,1.0,3834,0
B00756,3,4.567243407611997,45.30613804235087,2,1.0,1.0,1.0,3,1.0,-1.684331025202668,12,1.0,7322,0
B00619,17,4.363420115378734,41.00904687789368,5,1.0,1.0,1.0,4,1.0,-3.8745826686363323,26,1.0,5477,0
B01106,11,4.598013800596511,46.21173639182362,3,1.0,1.0,1.0,4,1.0,0.34446808361427306,12,1.0,7532,0
F00235,95,25.68362817857547,81.137839089008,50,0.0,0.0,1.0,1,0.0,-53.16392115443318,10,0.0,428,1
B00809,9,4.856446653734875,44.12801840827601,7,1.0,1.0,1.0,4,1.0,0.8119159256652343,40,1.0,1722,0
B01037,18,4.550593405982549,44.201920873758944,6,1.0,1.0,1.0,2,1.0,-7.555270169564329,28,1.0,9350,0
B00072,1,4.76918520487177,44.00679870171986,2,1.0,1.0,1.0,4,1.0,-5.798103057698993,29,1.0,7335,0
B01283,13,5.881778720003359,37.882146789094364,4,1.0,1.0,1.0,3,1.0,-1.4985279676392675,24,1.0,7548,0
B01271,17,5.17244850412496,51.64195272705906,1,1.0,1.0,1.0,2,1.0,0.8164302654006619,48,1.0,2817,0
B01334,9,4.701802391032258,48.37704559465521,7,1.0,1.0,1.0,3,1.0,-4.720637782312101,45,1.0,8436,0
B01458,2,4.7924992088324405,35.899260890020855,1,1.0,1.0,1.0,3,1.0,3.3021046797065576,19,1.0,9771,0
B00481,13,4.929152161976188,58.421728712116554,6,1.0,1.0,1.0,2,1.0,0.2820972663690202,34,1.0,6462,0
B01068,9,5.015511468499904,43.05627587397109,4,1.0,1.0,1.0,3,1.0,-3.2057331722643303,23,1.0,5307,0
B00506,7,4.358530335350853,48.134168285140646,1,1.0,1.0,1.0,3,1.0,-0.8557819337518193,31,1.0,9338,0
B01237,16,5.474060719550322,37.67698968374688,9,1.0,1.0,1.0,3,1.0,14.931646877882141,18,1.0,1128,0
F00161,81,16.24012358342767,71.98191303484863,56,0.0,0.0,0.0,1,0.0,-12.714290925057455,7,0.0,36,1
F00289,43,2.285013678515673,72.51763458373469,24,0.0,0.0,1.0,1,0.0,-15.011516164062328,4,0.0,43,1
B01476,19,5.07550614527891,45.804421914958844,5,1.0,1.0,1.0,3,1.0,11.616334922273639,27,1.0,5552,0
F00166,93,9.687990564127649,71.40635768356282,15,1.0,0.0,1.0,2,0.0,-30.702825138216312,13,0.0,272,1
B01455,9,4.095626492178874,43.78685606099922,7,1.0,1.0,1.0,4,1.0,-7.422657709655286,37,1.0,5808,0
B00311,19,3.935243462944979,40.82618305303802,7,1.0,1.0,1.0,3,1.0,1.5180213564185974,40,1.0,3674,0
B00962,1,4.950780506922184,41.88936081371643,8,1.0,1.0,1.0,4,1.0,-3.054338891035675,37,1.0,9689,0
B00405,14,5.349124956888908,51.14419647536277,7,1.0,1.0,1.0,3,1.0,6.702032100571089,42,1.0,6441,0
B01330,16,5.488784016080773,45.97961074177139,1,1.0,1.0,1.0,4,1.0,1.4759653085420998,32,1.0,6399,0
B01649,1,4.497093664818945,51.26183548330388,6,1.0,1.0,1.0,4,1.0,-3.1541049695372085,35,1.0,3473,0
B00309,14,5.100850279958274,45.30221394962907,4,1.0,1.0,1.0,2,1.0,1.1532896260417849,41,1.0,9276,0
B00226,6,5.245318110711358,47.3309517117356,9,1.0,1.0,1.0,4,1.0,2.216989753180284,30,1.0,4545,0
F00157,62,15.001482771372748,67.30621713839628,45,0.0,1.0,0.0,2,0.0,-69.70299400526152,10,1.0,437,1
B00710,15,5.404492757516488,43.99089951532726,1,1.0,1.0,1.0,3,1.0,-6.258017962323721,18,1.0,4283,0
F00243,80,21.178336430046656,57.84979958842957,26,1.0,1.0,0.0,2,0.0,-62.139145311617035,10,0.0,317,1
B01383,10,5.053087484873251,41.99425931702009,5,1.0,1.0,1.0,2,1.0,6.174395086931686,26,1.0,2242,0
F00085,64,10.38914341289831,86.43157867774602,27,1.0,0.0,1.0,1,0.0,-26.564538107745513,13,1.0,490,1
B00148,19,4.5434005471091945,41.29303361684872,5,1.0,1.0,1.0,3,1.0,-4.7587223664586,43,1.0,7629,0
B01554,15,5.863313253248298,44.17804617463547,8,1.0,1.0,1.0,2,1.0,3.410390978701134,37,1.0,6413,0
F00256,98,11.757071446808627,85.44314316936664,54,0.0,0.0,1.0,2,0.0,-64.99923718791766,4,1.0,320,1
B00925,5,5.529970278029575,38.5589719650874,1,1.0,1.0,1.0,4,1.0,0.23264232966854315,23,1.0,3282,0
B00942,8,4.907331438592121,43.38993411396082,5,1.0,1.0,1.0,4,1.0,-3.624520159123966,24,1.0,9583,0
B00836,14,4.889086609371854,42.83699446721617,1,1.0,1.0,1.0,3,1.0,5.237484574379953,38,1.0,3360,0
B00575,15,4.496719504456049,49.351244969556554,3,1.0,1.0,1.0,4,1.0,-2.2170483660927425,11,1.0,1062,0
B00557,13,5.056393931314546,28.30249910872879,9,1.0,1.0,1.0,2,1.0,9.484445780825354,34,1.0,2895,0
B01235,18,5.351476895953434,53.39287976587044,9,1.0,1.0,1.0,2,1.0,13.568098887644986,48,1.0,9022,0
B01360,17,5.42802961174852,42.2089573358409,6,1.0,1.0,1.0,2,1.0,-2.7913243790282434,28,1.0,8551,0
B01347,10,5.000210629618559,44.90402224799585,6,1.0,1.0,1.0,2,1.0,-0.08873346209196842,26,1.0,2681,0
B01161,6,4.811911698609156,45.84499830155577,7,1.0,1.0,1.0,2,1.0,-0.18188311829752146,20,1.0,9598,0
B01442,14,5.468695574639893,46.972042663620904,2,1.0,1.0,1.0,2,1.0,0.4539545148355355,37,1.0,2037,0
B00286,18,5.622016974067431,39.62923309061695,2,1.0,1.0,1.0,3,1.0,1.3799224645623616,31,1.0,8409,0
B01604,6,4.781195871621517,36.843627522159174,8,1.0,1.0,1.0,4,1.0,6.5203323167441845,22,1.0,9257,0
B01057,14,4.977617596306746,48.287992408522456,9,1.0,1.0,1.0,2,1.0,3.129852374943588,46,1.0,3675,0
B00598,14,4.9753115482219075,47.49544897526661,8,1.0,1.0,1.0,2,1.0,-8.851220879877431,48,1.0,8054,0
B00932,8,5.230756202507904,50.62846408008458,5,1.0,1.0,1.0,2,1.0,5.770681182640117,41,1.0,2223,0
B01461,13,4.900761742462122,51.79943773294204,1,1.0,1.0,1.0,3,1.0,-0.8729386211387907,40,1.0,9587,0
B01637,17,4.7482822204194,44.94224350886676,4,1.0,1.0,1.0,2,1.0,3.7409789219707363,22,1.0,3753,0
B01587,4,5.584900476294275,46.63382238830754,3,1.0,1.0,1.0,4,1.0,1.253158371707317,16,1.0,6520,0
B01040,15,5.55725814210923,41.88673400769314,3,1.0,1.0,1.0,4,1.0,-1.2118830769320368,40,1.0,3298,0
B01230,3,4.972693662970953,40.4205130310014,9,1.0,1.0,1.0,3,1.0,3.8171909069473826,14,1.0,2054,0
B00806,5,5.532673813270815,41.236223254376114,7,1.0,1.0,1.0,3,1.0,-7.119969248480059,31,1.0,4144,0
B00904,8,4.49640815309698,45.994982568959664,4,1.0,1.0,1.0,2,1.0,-2.7250986413240064,29,1.0,9260,0
B01679,5,4.308273240965672,40.60418492189334,9,1.0,1.0,1.0,4,1.0,-0.2555863173831934,44,1.0,5192,0
B01204,18,5.537696722823038,41.26310885626854,5,1.0,1.0,1.0,2,1.0,1.398740003499922,43,1.0,9448,0
B00767,17,4.921351287399548,48.186692738838644,7,1.0,1.0,1.0,3,1.0,4.506033902461539,10,1.0,4655,0
B00609,2,5.2660150966462265,43.33187724102975,8,1.0,1.0,1.0,3,1.0,5.393595254015075,14,1.0,4603,0
F00292,62,20.18583668631251,53.068193551081336,35,0.0,0.0,0.0,2,0.0,-57.076921508834204,8,1.0,227,1
B01564,19,4.993413505738837,48.19879720891122,4,1.0,1.0,1.0,3,1.0,0.18309963179111466,36,1.0,1623,0
B01422,6,4.6213447431610195,43.21446403875541,9,1.0,1.0,1.0,2,1.0,-4.541890464853433,39,1.0,7181,0
B01010,8,4.532824195710744,47.25388126825384,5,1.0,1.0,1.0,2,1.0,3.2364328202301564,47,1.0,4883,0
B00493,13,4.818642155210035,45.893253642945176,3,1.0,1.0,1.0,4,1.0,-1.1190152552548156,11,1.0,2042,0
B01320,19,4.140624553568918,45.26708740454772,1,1.0,1.0,1.0,4,1.0,-2.5739584974982836,32,1.0,5224,0
B00277,3,4.962091302090894,49.74586853213836,5,1.0,1.0,1.0,4,1.0,-4.194842198220888,38,1.0,6279,0
F00146,64,9.37490484894732,53.29355734350982,7,0.0,0.0,1.0,1,0.0,-48.464474655336474,6,1.0,449,1
B00358,19,5.772263001839047,42.68338817581697,4,1.0,1.0,1.0,2,1.0,-2.3985336977891167,49,1.0,8101,0
B01110,8,5.841773249389225,51.873994572815825,5,1.0,1.0,1.0,4,1.0,0.054665066215948264,12,1.0,6439,0
B00236,16,4.796898880689084,44.7485851281875,3,1.0,1.0,1.0,2,1.0,8.466628178701912,28,1.0,1443,0
B00551,5,4.495420855325185,45.83758806265021,5,1.0,1.0,1.0,3,1.0,-5.15202868613779,24,1.0,6959,0
F00167,36,13.717570190904175,83.82927335882464,15,1.0,0.0,0.0,1,0.0,-43.695874899851624,10,1.0,35,1
F00112,33,20.457800009426474,88.69339381510939,52,1.0,0.0,1.0,2,0.0,-29.17792057419965,8,0.0,488,1
B00208,2,5.571993959601081,47.69364488026254,7,1.0,1.0,1.0,2,1.0,-4.319329831978501,32,1.0,4344,0
B01386,18,3.81801575287391,45.88689585457234,5,1.0,1.0,1.0,3,1.0,3.776214994952862,26,1.0,4395,0
B01560,4,5.295992342562276,52.399932065903286,3,1.0,1.0,1.0,4,1.0,10.488475945026632,13,1.0,2985,0
B00058,14,6.2278880997812776,41.113049620705475,6,1.0,1.0,1.0,3,1.0,-5.55889149567221,37,1.0,4317,0
B00631,6,4.957870276582748,50.58137831877558,9,1.0,1.0,1.0,4,1.0,-1.1153490589535384,47,1.0,3502,0
F00261,68,12.785647927664742,78.68423805852751,55,0.0,0.0,1.0,1,0.0,-58.687309997519336,8,0.0,409,1
F00159,33,5.848317494667455,33.14339330136404,17,1.0,0.0,0.0,1,0.0,-18.696682019401113,7,0.0,444,1
F00116,37,13.340242844443702,62.28720090488204,22,0.0,0.0,1.0,1,0.0,-36.36873726729419,13,1.0,386,1
B00363,17,5.041540257141025,52.48888270621011,4,1.0,1.0,1.0,2,1.0,-1.9117097048782663,41,1.0,9330,0
B00505,19,5.057434521769441,45.87747483980496,1,1.0,1.0,1.0,3,1.0,6.980106826907411,19,1.0,5234,0
B01165,15,5.784467247838748,42.39747546014706,1,1.0,1.0,1.0,2,1.0,-0.9577857923412234,43,1.0,5909,0
B01121,17,5.106822940756236,45.978370316154894,7,1.0,1.0,1.0,3,1.0,-1.4082369112746538,18,1.0,4730,0
B01629,12,5.377962595821897,43.30845966768276,9,1.0,1.0,1.0,3,1.0,-3.47283472681885,37,1.0,2910,0
B01216,18,5.093582010243081,46.1974473405639,2,1.0,1.0,1.0,3,1.0,-6.319404145370555,13,1.0,8097,0
B01151,10,4.517121292196871,48.08620227178191,7,1.0,1.0,1.0,2,1.0,1.740534073573554,26,1.0,7452,0
B01124,2,4.784950398119027,49.49069860408318,6,1.0,1.0,1.0,4,1.0,3.4051979802226096,23,1.0,5741,0
B01594,5,5.758473394854322,43.79516434143992,6,1.0,1.0,1.0,2,1.0,-1.2762907833109816,27,1.0,3506,0
B00118,17,5.565351654307251,50.53425091094911,5,1.0,1.0,1.0,4,1.0,-3.5673715905351933,18,1.0,2986,0
B01249,6,5.330711392041674,40.50312936422673,8,1.0,1.0,1.0,4,1.0,4.430690767470658,15,1.0,3134,0
F00293,29,16.34072053404934,77.1242092882803,21,0.0,0.0,0.0,1,0.0,-56.51203726863457,13,0.0,63,1
B00522,13,5.024334368441525,40.945744329296595,9,1.0,1.0,1.0,4,1.0,-2.811028481101319,39,1.0,8931,0
B00513,7,4.89735986290251,50.21180231246404,7,1.0,1.0,1.0,2,1.0,-1.88927444392447,41,1.0,6257,0
B00081,8,4.459290185627298,38.8383942648128,8,1.0,1.0,1.0,4,1.0,1.2050012669862282,46,1.0,9817,0
B00915,1,4.692185662751218,49.58025661559155,4,1.0,1.0,1.0,4,1.0,1.8585961934502158,18,1.0,9546,0
B01018,2,5.075809413680315,47.828584897764344,4,1.0,1.0,1.0,2,1.0,3.5597873335863257,44,1.0,6270,0
B00380,5,4.2777212782376015,47.30127931755063,6,1.0,1.0,1.0,4,1.0,2.053369866373993,27,1.0,7661,0
B01029,7,5.12589385344697,37.23082907152489,4,1.0,1.0,1.0,2,1.0,-3.8435913025918267,10,1.0,4120,0
B01688,17,3.7282509085222633,43.930812884310285,6,1.0,1.0,1.0,4,1.0,-1.1269764108116158,37,1.0,7644,0
B00084,1,4.19089460264342,39.522832713527066,9,1.0,1.0,1.0,2,1.0,1.049863107623156,11,1.0,4715,0
B01677,8,4.6254283676532,45.16800658321995,1,1.0,1.0,1.0,4,1.0,-4.282283261228806,33,1.0,6283,0
B00329,6,4.14125213292962,40.212473583422295,2,1.0,1.0,1.0,4,1.0,-6.423197976938724,24,1.0,8914,0
B00006,11,4.8327462468216265,40.60864963163317,2,1.0,1.0,1.0,4,1.0,0.17190911128967556,35,1.0,1740,0
B00745,2,4.962544577672491,36.79769321471796,4,1.0,1.0,1.0,2,1.0,-6.351159195137733,28,1.0,5464,0
B01553,3,4.838717607949011,52.47706831237685,5,1.0,1.0,1.0,3,1.0,0.28335147035835917,26,1.0,2335,0
B00914,18,5.2801532206615525,43.79886066863776,8,1.0,1.0,1.0,2,1.0,-6.250127663920245,22,1.0,9727,0
B00873,6,5.336030259546884,42.659679987546276,9,1.0,1.0,1.0,3,1.0,-1.8637112201434465,41,1.0,6861,0
B00451,9,4.88150041446992,39.564638117152434,5,1.0,1.0,1.0,3,1.0,5.490980591217055,47,1.0,7571,0
B00490,19,4.993198582777339,46.90099184576697,5,1.0,1.0,1.0,3,1.0,-8.310573567757203,19,1.0,2783,0
B01480,14,4.273602052055827,38.45181562945734,1,1.0,1.0,1.0,4,1.0,-9.634681441227773,36,1.0,4965,0
B00287,15,3.8984197695870693,51.41324320648298,4,1.0,1.0,1.0,2,1.0,10.21128920255396,35,1.0,6489,0
B00948,9,4.50188397188874,50.27768486824709,2,1.0,1.0,1.0,2,1.0,-8.673201677657623,46,1.0,5828,0
F00285,30,15.251395608137901,71.34123172089286,34,1.0,1.0,1.0,1,0.0,-57.77776534049019,7,1.0,199,1
B01368,6,4.864259266196533,47.6188860577934,2,1.0,1.0,1.0,4,1.0,8.220483889262303,26,1.0,7653,0
B01146,19,4.708944203104786,42.224939402751566,5,1.0,1.0,1.0,4,1.0,4.104614395548547,20,1.0,3968,0
B00705,7,5.428941553065715,41.973272983113596,8,1.0,1.0,1.0,2,1.0,-5.5843298596647255,30,1.0,1684,0
F00026,29,9.627932256683586,100.76824328528511,50,0.0,1.0,1.0,2,0.0,-54.064885684012886,1,0.0,71,1
F00001,93,14.956890529178017,83.22952098502833,34,0.0,0.0,0.0,1,0.0,-84.69587211500495,12,0.0,481,1
B01628,11,5.814074772878429,44.7607424333544,9,1.0,1.0,1.0,3,1.0,2.0198838252773275,23,1.0,4500,0
B01599,15,4.990753705803476,43.66934799345666,7,1.0,1.0,1.0,4,1.0,-0.30791093616395393,16,1.0,7497,0
B01538,14,4.921746484582314,43.88592150140159,5,1.0,1.0,1.0,3,1.0,4.381065371361731,39,1.0,9935,0
B01405,17,4.559283195770963,52.970410659759224,8,1.0,1.0,1.0,4,1.0,-6.5738672535972675,35,1.0,8319,0
B01650,3,4.83758381316534,47.76884231407716,1,1.0,1.0,1.0,2,1.0,-7.6023129123544315,29,1.0,6594,0
B00327,7,4.600302961919282,46.35518900381063,7,1.0,1.0,1.0,3,1.0,-1.5678205648528232,23,1.0,2663,0
B00442,16,5.086958041916882,46.43993797463663,7,1.0,1.0,1.0,3,1.0,-9.545281751755674,39,1.0,5881,0
B00774,19,5.023057053100522,51.94581523935298,4,1.0,1.0,1.0,2,1.0,1.0578241659712397,18,1.0,9239,0
B01087,10,5.634839419801067,47.118365993747815,6,1.0,1.0,1.0,3,1.0,3.5186140944964093,42,1.0,5081,0
B01220,17,5.48374387461932,50.33359415027163,7,1.0,1.0,1.0,4,1.0,0.4366435196082452,33,1.0,1391,0
B01635,12,6.281263829666258,45.6674101403759,8,1.0,1.0,1.0,4,1.0,-3.7410515748123747,11,1.0,9168,0
B00177,5,5.340328969765772,45.629919772244556,1,1.0,1.0,1.0,4,1.0,1.861373050192701,36,1.0,7496,0
B01322,8,5.384089782231423,44.01905927073767,4,1.0,1.0,1.0,4,1.0,7.524710945576025,42,1.0,3246,0
B00704,19,4.897393512750402,35.70032569086697,1,1.0,1.0,1.0,4,1.0,-5.039011657992523,45,1.0,2693,0
B00086,10,5.534925249350519,49.36758212234875,4,1.0,1.0,1.0,3,1.0,-4.152561491387707,36,1.0,9586,0
F00183,31,7.6427487784907715,82.3928948378542,34,1.0,0.0,0.0,2,0.0,-15.179604228344736,10,0.0,195,1
F00247,30,10.779954077439312,85.2805674628202,17,0.0,0.0,0.0,1,0.0,-13.073245872972763,6,0.0,97,1
B00457,5,5.627178434286356,43.026865939008005,1,1.0,1.0,1.0,3,1.0,8.043569415244473,49,1.0,4449,0
F00128,62,13.219358185800893,72.92347429648977,12,0.0,0.0,0.0,1,0.0,-24.85815631279008,7,1.0,226,1
B00054,12,5.230848459062106,42.835495906074264,9,1.0,1.0,1.0,4,1.0,-6.251567914796567,36,1.0,4746,0
B01501,15,5.6537420947716726,49.565460152648896,7,1.0,1.0,1.0,4,1.0,-1.0697771459377483,10,1.0,9301,0
B00643,17,5.317270144028613,54.15196928064083,8,1.0,1.0,1.0,3,1.0,0.5012824352257973,29,1.0,1533,0
B00677,1,4.712355145048615,42.249336249398546,4,1.0,1.0,1.0,2,1.0,5.362603570886357,29,1.0,8034,0
B00221,1,5.760665080666083,43.21630718370486,2,1.0,1.0,1.0,2,1.0,-6.506263121960489,38,1.0,7132,0
B00113,15,5.602034009442442,48.625997363365926,1,1.0,1.0,1.0,3,1.0,5.180988755060552,26,1.0,8197,0
B00982,19,5.308515085160348,46.23905639757263,8,1.0,1.0,1.0,4,1.0,-3.3696068883152064,39,1.0,2476,0
B01228,1,4.803842615633048,48.06529587883163,1,1.0,1.0,1.0,2,1.0,6.368325270652189,34,1.0,9277,0
B00999,10,5.365623253335203,49.88657650525734,2,1.0,1.0,1.0,3,1.0,-4.772285063263765,31,1.0,9109,0
B00174,11,3.7424807737324963,42.1272651193306,9,1.0,1.0,1.0,2,1.0,11.247187920981451,25,1.0,9893,0
B00781,1,5.078093911470439,53.3215619386227,1,1.0,1.0,1.0,4,1.0,2.7001209849462167,35,1.0,3089,0
B00589,5,5.173088872916371,48.66822573340648,2,1.0,1.0,1.0,2,1.0,-3.66771581548674,22,1.0,8648,0
B01559,5,4.808660781224066,46.21986069137841,5,1.0,1.0,1.0,2,1.0,-1.2982620414734722,38,1.0,5829,0
B00018,17,4.329735698308742,43.4759795524113,9,1.0,1.0,1.0,4,1.0,1.7334881425083182,16,1.0,1989,0
B00423,10,5.264374422899831,48.509378906539595,2,1.0,1.0,1.0,4,1.0,1.2650424333889596,13,1.0,2523,0
B01343,11,5.056812228747163,36.66421831411322,8,1.0,1.0,1.0,2,1.0,0.6640876670813263,10,1.0,8496,0
B00285,14,5.597265937253222,49.33495109864136,8,1.0,1.0,1.0,2,1.0,-0.03376202577569981,14,1.0,8121,0
B01583,15,4.262481400829942,51.176743253764556,7,1.0,1.0,1.0,3,1.0,4.4553527045524595,22,1.0,8015,0
B00428,3,5.078189061459139,49.21019198662353,9,1.0,1.0,1.0,2,1.0,-3.48641840234907,20,1.0,6321,0
B01509,6,5.5811003945203765,41.91271848641635,9,1.0,1.0,1.0,4,1.0,-7.409942705628979,17,1.0,6458,0
B01318,8,5.230164936589907,50.97080091262229,8,1.0,1.0,1.0,4,1.0,9.865524340409523,41,1.0,1543,0
B00669,3,4.1028713847449705,45.1925349124788,4,1.0,1.0,1.0,4,1.0,-1.6508483397047056,12,1.0,8695,0
B00031,18,4.475496538714757,40.618076332773484,1,1.0,1.0,1.0,4,1.0,-7.943440651887949,46,1.0,1518,0
B00940,1,5.1988508852536475,41.030316629475834,8,1.0,1.0,1.0,2,1.0,6.251434564706166,27,1.0,4299,0
